,Corporation,SDG(s) ,Source Name,Source,Source Type,Source Date,Source Author,Explicit or Implicit,Notes,Relevant Country
224,Lenovo,9,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global
225,Lenovo,12,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global
226,Lenovo,13,2017-2018 CSR Report,https://www.lenovo.com/us/en/social_responsibility/2017.18-lenovo-sustainability-report.pdf,PDF,,,Explicit,"""Lenovo has well-established programs to ensure
we operate sustainably and responsibly, following
our long-standing commitment to ethical corporate
citizenship and promoting sustainability in all our
activities. We became a Global Compact signatory
in 2009. There are aspects of our business,
projects, programs and activities that we can
readily identify as contributing toward achieving
SDGs""",Global
227,Linksys (Belkin),13,Tweet: Linksys South Africa,https://twitter.com/LinksysZA/status/661217995503632384,Tweet,11/3/2015,@LinksysZA,Implicit,"""Climate change in the eyes of El Nino? http://buff.ly/1Wrofa4  <- and "" it might only be just getting started.""""",Mexico
228,Linksys (Belkin),12,Belkin Statement on Slavery and Human Trafficking,https://www.linksys.com/us/supply-chain-responsibility/,Webpage,,,Implicit,,United States
229,Linksys (Belkin),16,Belkin Statement on Slavery and Human Trafficking,https://www.linksys.com/us/supply-chain-responsibility/,Webpage,,,Implicit,,United States
230,Litmos,0,,,,,,,,nan
231,Little Green Light,17,About (Our Team),https://www.littlegreenlight.com/about/,Webpage,,,Implicit,"""Little Green Light helps nonprofits improve fundraising and donor relationships""",nan
232,LogMeIn (formerly Citrix),2,Corporate Social Responsibility,CORPORATE SOCIAL RESPONSIBILITY,Webpage,,,Explicit,"Explicit mentions SDGs, but did not Explicit connect programs to the SDGs they thought they addressed",United States
233,LogMeIn (formerly Citrix),4,Corporate Social Responsibility,CORPORATE SOCIAL RESPONSIBILITY,Webpage,,,Explicit,"Explicit mentions SDGs, but did not Explicit connect programs to the SDGs they thought they addressed",United States
234,LogMeIn (formerly Citrix),11,Corporate Social Responsibility,CORPORATE SOCIAL RESPONSIBILITY,Webpage,,,Explicit,"Explicit mentions SDGs, but did not Explicit connect programs to the SDGs they thought they addressed",United States
235,LogMeIn (formerly Citrix),12,Corporate Social Responsibility,CORPORATE SOCIAL RESPONSIBILITY,Webpage,,,Explicit,"Explicit mentions SDGs, but did not Explicit connect programs to the SDGs they thought they addressed",United States
